iter	Logloss
122	0.4754803814
123	0.4754686476
124	0.4750389389
125	0.4741258259
126	0.4741258259
127	0.4728092242
128	0.4722046671
129	0.470266656
130	0.4688964071
131	0.4679780791
132	0.4645826605
133	0.4640639583
134	0.4640332958
135	0.4621260438
136	0.4607348865
137	0.4605928735
138	0.4592795553
139	0.4576066416
140	0.4565398784
141	0.4553452504
142	0.4536280572
143	0.453487686
144	0.4506461711
145	0.4496166857
146	0.4488334173
147	0.4476780469
148	0.4476763568
149	0.4470736347
150	0.4458210619
151	0.4458116942
152	0.4454580379
153	0.4446811917
154	0.4442541388
155	0.4421801507
156	0.442120709
157	0.4397298113
158	0.4397286524
159	0.4396798339
160	0.4376924249
161	0.43546469
162	0.4329921867
163	0.4305865131
164	0.429293379
165	0.427694538
166	0.4251473825
167	0.4224258133
168	0.4208312699
169	0.4193036043
170	0.416656977
171	0.4140201037
172	0.4114318075
173	0.4103804963
174	0.4087388244
175	0.4062810005
176	0.4061670907
177	0.4043133168
178	0.4032169777
179	0.4002917567
180	0.3987847823
181	0.3961788612
182	0.3943092974
183	0.3913175366
184	0.3890899948
185	0.3872031683
186	0.3847899135
187	0.3830978297
188	0.3816981738
189	0.3791625349
190	0.3770588259
191	0.3747838177
192	0.3734347911
193	0.3719036489
194	0.3696713749
195	0.3681861298
196	0.3664356183
197	0.3648306448
198	0.3638545652
199	0.3619519487
200	0.3609195661
201	0.3595859672
202	0.3578743512
203	0.3562270539
204	0.3547571882
205	0.3531130296
206	0.351414596
207	0.3492727642
208	0.3475188726
209	0.3464565036
210	0.3450905281
211	0.3438213928
212	0.3425598627
213	0.3411453827
214	0.3399669551
215	0.3382028266
216	0.3372628659
217	0.3357064935
218	0.3342949107
219	0.3329669132
220	0.3318391148
221	0.3300714131
222	0.3278026339
223	0.3268736103
224	0.325769183
225	0.324682453
226	0.3230057004
227	0.3218079579
228	0.3200562875
229	0.3187340362
230	0.3171362575
231	0.3160411497
232	0.3146089481
233	0.3135996951
234	0.3121653207
235	0.3098449224
236	0.3086656739
237	0.3068576764
238	0.3059032778
239	0.3043428011
240	0.3031928147
241	0.3020172119
242	0.3008521841
243	0.2995005258
244	0.2982440417
245	0.2970646967
246	0.2957779124
247	0.2945219837
248	0.2928997957
249	0.2919095679
250	0.2911223641
251	0.2897168413
252	0.2885787578
253	0.2872360809
254	0.2860916234
255	0.2847853069
256	0.2835229801
257	0.2829201131
258	0.2815421865
259	0.2802204422
260	0.2790403245
261	0.278192158
262	0.2773902024
263	0.2764383871
264	0.274935662
265	0.273992466
266	0.2725784447
267	0.2716049001
268	0.2702918717
269	0.2691816016
270	0.2676787557
271	0.2668981431
272	0.2659869617
273	0.2650032526
274	0.2643670191
275	0.2634788465
276	0.2626930913
277	0.2620636662
278	0.261190511
279	0.2604914315
280	0.2593738701
281	0.2583794171
282	0.2574547876
283	0.256466443
284	0.2559892679
285	0.2554403136
286	0.2547583037
287	0.2541825983
288	0.2529155876
289	0.2521660237
290	0.2512504964
291	0.2502474242
292	0.2494369217
293	0.2482885771
294	0.2473413492
295	0.2465767196
296	0.2454059939
297	0.2450450946
298	0.2437502704
299	0.2427176946
300	0.2413277445
301	0.2400099115
302	0.2392322685
303	0.238155027
304	0.2374785701
305	0.2368201968
306	0.2360310132
307	0.2352997502
308	0.2346161468
309	0.2338210963
310	0.2329067761
311	0.2319782595
312	0.2310983682
313	0.2302326009
314	0.2295875308
315	0.228982177
316	0.2282450229
317	0.2274485721
318	0.226766031
319	0.2260708386
320	0.2250597024
321	0.224458622
322	0.2238916325
323	0.2231510259
324	0.2225754895
325	0.221699099
326	0.220829686
327	0.2200815225
328	0.2192795669
329	0.2188082345
330	0.2179008194
331	0.2172014743
332	0.2164400801
333	0.2158538239
334	0.2154300062
335	0.2148911198
336	0.2140616405
337	0.2134583872
338	0.2128315696
339	0.2122702538
340	0.2115196035
341	0.2105158552
342	0.2097955535
343	0.2086326985
344	0.2076760304
345	0.2067809769
346	0.2060959249
347	0.2054950859
348	0.2048643571
349	0.2042042455
350	0.2035142923
351	0.2029594228
352	0.2022597397
353	0.2015983364
354	0.200873882
355	0.2003837537
356	0.1997697565
357	0.1993890352
358	0.1985279639
359	0.197841934
360	0.1972869801
361	0.1966920322
362	0.1956630176
363	0.1951469711
364	0.1946168851
365	0.1938110545
366	0.193256523
367	0.1924083203
368	0.1916652631
369	0.1908945856
370	0.1899757144
371	0.1893468809
372	0.1888948513
373	0.1884628006
374	0.1877014064
375	0.1868082843
376	0.1861805493
377	0.1856126182
378	0.1851737107
379	0.1844743898
380	0.1840314624
381	0.1834994207
382	0.1827752319
383	0.1823962731
384	0.1818703036
385	0.1814316134
386	0.1806885321
387	0.1803919635
388	0.1799529353
389	0.1794268934
390	0.1790993365
391	0.1785597741
392	0.1778183225
393	0.1771385579
394	0.1765868513
395	0.1759527665
396	0.1754086289
397	0.1749949274
398	0.17442661
399	0.1738802994
